UI Based Attacks and Privacy,https://cs161.org/assets/sections/09-questions.pdf
09-solutions,https://cs161.org/assets/sections/09-solutions.pdf
TLS (continued) + Denial of Service,https://cs161.org/assets/lectures/lec20.pdf
"Networking notes, section 7",https://cs161.org/assets/notes/networking.pdf
Optional Lab 2 released,https://cs161.org/assets/labs/lab2.pdf
TLS and TCP,https://cs161.org/assets/sections/10-questions.pdf
10-solutions,https://cs161.org/assets/sections/10-solutions.pdf
DNSSEC,https://cs161.org/assets/lectures/lec21.pdf
"Networking notes, section 10",https://cs161.org/assets/notes/networking.pdf
Intrusion Detection,https://cs161.org/assets/lectures/lec22.pdf
DNS,https://cs161.org/assets/sections/11-questions.pdf
11-solutions,https://cs161.org/assets/sections/11-solutions.pdf
Abusing Intrusion Detection,https://cs161.org/assets/lectures/lec23.pdf
Network Censorship + Malware,https://cs161.org/assets/lectures/lec24.pdf
Malcode + Special Topics - Boeing 737-MAX,https://cs161.org/assets/lectures/lec25.pdf
Intrusion Detection,https://cs161.org/assets/sections/12-questions.pdf
12-solutions,https://cs161.org/assets/sections/12-solutions.pdf
Special Topics - Quantum + Nukes + Side channels,https://cs161.org/assets/lectures/lec26.pdf
Special Topics - Personal Security,https://cs161.org/assets/lectures/lec27.pdf
Web Security and Special Topics,https://cs161.org/assets/sections/13-questions.pdf
13-solutions,https://cs161.org/assets/sections/13-solutions.pdf
Optional Lab 2 due (11:59pm PT),https://cs161.org/assets/labs/lab2.pdf
"C, x86, and GDB cheatsheet",https://cs161.org/assets/projects/1/cheatsheet.pdf
Project 1 released,https://cs161.org/assets/projects/1/project1-spec.pdf
Project 1 due (11:59pm PT),https://cs161.org/assets/projects/1/project1-spec.pdf
Project 2 released,https://cs161.org/proj2
Project 2 design doc draft due (11:59pm PT),https://cs161.org/proj2
Project 3 released,https://cs161.org/proj3
Project 2 due (11:59pm PT),https://cs161.org/proj2
Project 3 due (11:59pm PT),https://cs161.org/proj3
Security principles,https://cs161.org/assets/notes/security-principles.pdf
Memory Safety,https://cs161.org/assets/notes/memory-safety.pdf
Cryptography,https://cs161.org/assets/notes/cryptography.pdf
Web,https://cs161.org/assets/notes/web.pdf
Networking,https://cs161.org/assets/notes/networking.pdf
sp21mt,https://cs161.org/assets/exams/mt1/sp21mt.pdf
sp21mtsolutions,https://cs161.org/assets/exams/mt1/sp21mtsolutions.pdf
fa20mt,https://cs161.org/assets/exams/mt1/fa20mt.pdf
fa20mtsolutions,https://cs161.org/assets/exams/mt1/fa20mtsolutions.pdf
su20mt,https://cs161.org/assets/exams/mt1/su20mt.pdf
su20mtsolutions,https://cs161.org/assets/exams/mt1/su20mtsolutions.pdf
sp20mt1,https://cs161.org/assets/exams/mt1/sp20mt1.pdf
sp20mt1solutions,https://cs161.org/assets/exams/mt1/sp20mt1solutions.pdf
sp19mt1,https://cs161.org/assets/exams/mt1/sp19mt1.pdf
sp19mt1solutions,https://cs161.org/assets/exams/mt1/sp19mt1solutions.pdf
fa18mt1,https://cs161.org/assets/exams/mt1/fa18mt1.pdf
fa18mt1solutions,https://cs161.org/assets/exams/mt1/fa18mt1solutions.pdf
sp18mt1,https://cs161.org/assets/exams/mt1/sp18mt1.pdf
sp18mt1solutions,https://cs161.org/assets/exams/mt1/sp18mt1solutions.pdf
fa17mt1,https://cs161.org/assets/exams/mt1/fa17mt1.pdf
fa17mt1solutions,https://cs161.org/assets/exams/mt1/fa17mt1solutions.pdf
Question 5,https://cs161.org/assets/exams/mt1/fa17mt1q5.pdf
sp17mt1,https://cs161.org/assets/exams/mt1/sp17mt1.pdf
sp17mt1solutions,https://cs161.org/assets/exams/mt1/sp17mt1solutions.pdf
fa16mt1,https://cs161.org/assets/exams/mt1/fa16mt1.pdf
fa16mt1solutions,https://cs161.org/assets/exams/mt1/fa16mt1solutions.pdf
sp16mt1,https://cs161.org/assets/exams/mt1/sp16mt1.pdf
sp16mt1solutions,https://cs161.org/assets/exams/mt1/sp16mt1solutions.pdf
sp20mt2,https://cs161.org/assets/exams/mt2/sp20mt2.pdf
sp20mt2solutions,https://cs161.org/assets/exams/mt2/sp20mt2solutions.pdf
sp19mt2,https://cs161.org/assets/exams/mt2/sp19mt2.pdf
sp19mt2solutions,https://cs161.org/assets/exams/mt2/sp19mt2solutions.pdf
fa18mt2,https://cs161.org/assets/exams/mt2/fa18mt2.pdf
fa18mt2solutions,https://cs161.org/assets/exams/mt2/fa18mt2solutions.pdf
sp18mt2,https://cs161.org/assets/exams/mt2/sp18mt2.pdf
sp18mt2solutions,https://cs161.org/assets/exams/mt2/sp18mt2solutions.pdf
fa17mt2,https://cs161.org/assets/exams/mt2/fa17mt2.pdf
fa17mt2solutions,https://cs161.org/assets/exams/mt2/fa17mt2solutions.pdf
sp17mt2,https://cs161.org/assets/exams/mt2/sp17mt2.pdf
sp17mt2solutions,https://cs161.org/assets/exams/mt2/sp17mt2solutions.pdf
fa16mt2,https://cs161.org/assets/exams/mt2/fa16mt2.pdf
fa16mt2solutions,https://cs161.org/assets/exams/mt2/fa16mt2solutions.pdf
sp16mt2,https://cs161.org/assets/exams/mt2/sp16mt2.pdf
sp16mt2solutions,https://cs161.org/assets/exams/mt2/sp16mt2solutions.pdf
fa20final,https://cs161.org/assets/exams/final/fa20final.pdf
fa20finalsolutions,https://cs161.org/assets/exams/final/fa20finalsolutions.pdf
su20final,https://cs161.org/assets/exams/final/su20final.pdf
su20finalsolutions,https://cs161.org/assets/exams/final/su20finalsolutions.pdf
sp20final,https://cs161.org/assets/exams/final/sp20final.pdf
sp20finalsolutions,https://cs161.org/assets/exams/final/sp20finalsolutions.pdf
sp19final,https://cs161.org/assets/exams/final/sp19final.pdf
sp19finalsolutions,https://cs161.org/assets/exams/final/sp19finalsolutions.pdf
fa18final,https://cs161.org/assets/exams/final/fa18final.pdf
fa18finalsolutions,https://cs161.org/assets/exams/final/fa18finalsolutions.pdf
sp18final,https://cs161.org/assets/exams/final/sp18final.pdf
sp18finalsolutions,https://cs161.org/assets/exams/final/sp18finalsolutions.pdf
fa17final,https://cs161.org/assets/exams/final/fa17final.pdf
fa17finalsolutions,https://cs161.org/assets/exams/final/fa17finalsolutions.pdf
sp17final,https://cs161.org/assets/exams/final/sp17final.pdf
sp17finalsolutions,https://cs161.org/assets/exams/final/sp17finalsolutions.pdf
fa16final,https://cs161.org/assets/exams/final/fa16final.pdf
fa16finalsolutions,https://cs161.org/assets/exams/final/fa16finalsolutions.pdf
sp16final,https://cs161.org/assets/exams/final/sp16final.pdf
sp16finalsolutions,https://cs161.org/assets/exams/final/sp16finalsolutions.pdf
